id,EAP,HPL,MWS
id02310,0.039551952296781094,0.006621857241060631,0.9538261904621607
id24541,0.9788070488298136,0.014578599975306078,0.0066143511948866165
id00134,0.015006866522917925,0.9779483034684564,0.007044830008620831
id27757,0.6514359543253708,0.3358500831161197,0.012713962558509716
id04081,0.6613129558122759,0.218727797450672,0.11995924673705305
id27337,0.9841665269892579,0.015492130755969122,0.000341342254775247
id24265,0.9797965571814793,0.016621469250129934,0.0035819735683911284
id25917,0.013803559654930304,0.08825224506486984,0.8979441952801933
id04951,0.9902448113032795,0.00963151538672528,0.00012367330999755815
id14549,0.7925656446355126,0.07525812703817479,0.13217622832631096
id22505,0.06532209954070478,0.01119345760848161,0.9234844428508188
id24002,0.0010251203339644358,0.9972262242846683,0.0017486553813631167
id18982,0.2884250466519147,0.26945076351494435,0.44212418983314167
id15181,0.021476767290961946,0.9770134198220892,0.0015098128869466998
id21888,0.8877076947338737,0.021357529007156196,0.09093477625897096
id12035,0.0014118174338533698,0.0004899476725659194,0.9980982348935804
id17991,0.09367524466234413,0.00586408819451969,0.9004606671431364
id10707,0.9999361153293957,1.2700187016398114e-05,5.1184483594246885e-05
id07101,0.32992654297793017,0.0845237399072499,0.5855497171148183
id00345,0.49664943498201264,0.47774826780682506,0.02560229721116582
id05912,0.9204274395844151,0.019318644463399183,0.060253915952187195
id13443,0.9828667944807049,0.004943252729292026,0.012189952789997328
id09248,0.3649255368484657,0.018306108869710392,0.6167683542818253
id17542,0.009599596128064016,0.9855831273279397,0.0048172765439956355
id06995,0.04042828262213745,0.0010426865488232873,0.9585290308290391
id25159,0.7701862928945589,0.03361145011283371,0.19620225699261065
id25729,0.14026860957015563,0.82469191034255,0.03503948008729649
id26949,0.9711867939565829,0.024594118883352053,0.004219087160064928
id27191,0.029792541239320534,0.0019141717400603683,0.9682932870206252
id07668,0.13442491819512845,0.001626274984394712,0.8639488068204748
id02230,0.042561796426301486,0.2991330036332276,0.6583051999404724
id15553,0.9994019513173725,0.00014294336403196256,0.00045510531859985036
id25688,0.002165646029519694,0.9934920537342409,0.004342300236238988
id17545,0.9907771465534702,0.0038142481692508695,0.005408605277279845
id13929,0.19048119442830977,0.1395104073921303,0.6700083981795599
id12880,0.39040001237059263,0.35897220858789364,0.2506277790415123
id19282,0.8437369720786667,0.028680333281682593,0.12758269463964822
id14690,0.0014014032108186692,0.0007516986931227218,0.9978468980960558
id17975,0.03411298617923849,0.9422612258762255,0.023625787944538266
id08037,0.9873953395511087,0.0018105698132823166,0.010794090635607764
id15412,0.07180932602404502,0.0054143401263975115,0.9227763338495605
id25032,0.4162353714038238,0.05848667187908673,0.5252779567170897
id27165,0.9996749304220761,0.0001347464506539668,0.0001903231272692172
id03327,0.798404574885011,0.1306444044733213,0.07095102064167029
id18515,0.8518974758943726,0.051702411385267585,0.09640011272035985
id21003,0.13283620264115203,0.023238190791155668,0.8439256065676929
id23855,0.003970570595620987,0.8557767129985291,0.14025271640585113
id20724,0.9220752233282474,0.05606221664672889,0.021862560025023178
id13303,0.33561864605626146,0.13665182645359722,0.5277295274901382
id16521,0.004791072750885734,0.6226005251432095,0.37260840210589957
id20775,0.9986539573324108,0.0011828908155363809,0.00016315185205734918
id13029,0.964205551183068,0.016712019203600558,0.019082429613335682
id14660,0.47802425390526065,0.4291601348093502,0.09281561128538923
id11028,0.01791721479053362,0.0014453808201571813,0.9806374043893125
id14180,0.9660724496473916,0.020681157232213223,0.013246393120391652
id25860,0.9972667276498536,0.0010115323693981485,0.0017217399807513997
id11910,0.6280346511652323,0.02494045013182246,0.347024898702945
id08065,0.08148909254379959,0.031531024602272834,0.8869798828539275
id22674,0.034059664003893306,0.0023212475390255115,0.9636190884570822
id25018,0.2272055703799994,0.010897167222473908,0.7618972623975291
id10892,0.04321450494611385,0.9495366751720566,0.007248819881829553
id10217,0.6911029314352826,0.296439712030028,0.012457356534689934
id12996,0.2856643290791702,0.13645537807542743,0.5778802928453993
id18262,0.5976697248066521,0.13416544472896888,0.26816483046437956
id08606,0.005124719437405393,0.9909473548264865,0.00392792573611122
id17233,0.8812110763733768,0.07033881031857962,0.04845011330804404
id00101,0.5941908763560648,0.364014009482544,0.04179511416139176
id12225,0.9698563493477632,0.02150804499040404,0.00863560566183187
id01364,0.011910221583337667,0.9794052805289459,0.008684497887716117
id24973,0.8960601435189826,0.010667307723944657,0.09327254875707434
id25363,0.6370967630763632,0.0024024460564491873,0.36050079086718556
id10061,0.47523202891619715,0.04192422486899046,0.4828437462148094
id17673,0.09122958567305774,0.8966805344810503,0.012089879845891972
id13249,0.07600833250269941,0.027984745233531956,0.8960069222637718
id10107,0.017745288491145858,0.008704783626104641,0.9735499278827464
id04403,0.9537492775649126,0.0016758089458769158,0.04457491348921529
id25728,0.8431628143259705,0.024245132035208863,0.13259205363881935
id16184,0.08024055976778403,0.02375184454974391,0.8960075956824722
id03438,0.01187144634913304,0.0010894577872829776,0.9870390958635805
id22923,0.008623998377330173,0.9903896396902524,0.000986361932418833
id08610,0.9992680738659445,0.00038856810463071837,0.0003433580294311764
id25355,0.010936583102277724,0.005741419992793161,0.9833219969049306
id16916,0.5319433422473292,0.4062206927139454,0.061835965038722254
id12793,0.03170865204594886,0.9514794039191649,0.01681194403489282
id11859,0.5886916136684384,0.060255473799412415,0.3510529125321496
id02434,0.9997939059153472,4.644688302500867e-05,0.00015964720162539692
id27703,0.0017420680957725336,0.00020160301339521808,0.9980563288908317
id25212,0.2019868401827064,0.7629635353874952,0.03504962442980096
id11308,0.037697249128530126,0.08745524720621568,0.8748475036652541
id26094,0.9884100232525076,0.007301626329845601,0.004288350417648449
id22080,0.9573075858532266,0.03907467012013262,0.003617744026637771
id03545,0.998211171910475,0.0017232738056006164,6.555428392494577e-05
id23725,0.005597427835405635,0.0011245430281217907,0.9932780291364761
id12009,0.4730587522579278,0.2420746364266881,0.2848666113153861
id24241,0.04062714692071037,0.6941465977359174,0.2652262553433735
id03596,0.004732577103531715,0.9933075381117911,0.001959884784677913
id10749,0.34053619996715023,0.5790147000359097,0.08044909999694339
id22794,0.016592525543952977,0.005130125202899008,0.9782773492531468
id15482,0.36760053739594817,0.5677336273843262,0.06466583521972678
id04833,0.9327181342335005,0.05250412008338205,0.014777745683121356
id00397,0.005605576253965614,5.96452318770537e-05,0.9943347785141523
id14691,0.008068459873417077,0.007523419924094519,0.9844081202024848
id05193,0.34153791539427614,0.01446012042382919,0.6440019641818975
id19541,0.9384124955182537,0.017903521736547197,0.04368398274519881
id22166,0.004025604194663046,0.0011269645939020584,0.9948474312114348
id20744,0.008531787642551024,0.0006229892051376275,0.9908452231523145
id10392,0.0012059769640678244,0.0038318795378127633,0.9949621434981153
id00770,0.9852705559302511,0.010920430397583752,0.0038090136721658867
id06018,0.5956062267625842,0.37255604719324104,0.03183772604417672
id15678,0.47916818374762177,0.01969037110499587,0.5011414451473847
id08305,0.9087200740851534,0.0750188702140149,0.01626105570083302
id08903,0.08858773346148241,0.019778958097146304,0.8916333084413718
id14752,0.30723212840620945,0.6823486183097983,0.010419253283987642
id12468,0.10199346744868866,0.886992847629459,0.011013684921854365
id05085,0.7235261188933872,0.2528511191360715,0.023622761970540987
id21993,0.20708590613998,0.017656692513273523,0.7752574013467468
id15503,0.8902787243843407,0.04123233670206955,0.0684889389135923
id03021,0.0012366195590122167,0.9974953208636725,0.001268059577313078
id16123,0.9982549997803059,0.0014101528244120994,0.00033484739527968695
id19383,0.983290050728321,0.010115106497107324,0.006594842774568999
id04186,0.9887190923253968,0.0002647046518279029,0.01101620302277527
id17954,0.02477144958924446,0.0008701814076528444,0.9743583690031024
id12030,0.09595813971167738,0.005556931674404854,0.8984849286139173
id13020,0.9752317595465074,0.011386086654811025,0.013382153798681028
id25327,0.0051538144563152595,0.8993127046210964,0.09553348092258768
id16344,0.2523300906684317,0.19241611573672,0.5552537935948457
id12303,0.07277710815488059,0.9037019732825665,0.023520918562556375
id15017,0.9953984038947535,0.0041478392140411715,0.00045375689121066596
id22308,0.26162707477362895,0.02762295646154388,0.7107499687648262
id06536,0.0009402848106054774,0.002256134699004272,0.9968035804903911
id19797,0.11470425684083718,0.8536683118081381,0.031627431351024575
id06332,0.5590968000054093,0.3470598378305199,0.09384336216406806
id22941,0.037270159016970866,0.030895426949876497,0.931834414033152
id13547,0.014313640033786509,0.007333931206997898,0.9783524287592155
id06928,0.001470768534681496,0.00025826465352797123,0.9982709668117906
id12521,0.8298149884815906,0.13706759269898433,0.03311741881942583
id25716,0.9577508818173203,0.005011604361575756,0.03723751382110528
id27116,0.011858157864417343,0.00017607334034658897,0.9879657687952343
id19941,0.04480766419037252,0.8766622130975241,0.07853012271210284
id05711,0.000578312098902815,0.00014186473522711057,0.9992798231658734
id02097,0.006591983146958694,0.010044112563505495,0.9833639042895297
id03563,0.043530289367824014,0.9417507891225599,0.01471892150962051
id02295,0.05452805736758165,0.9334948292449218,0.011977113387497604
id08179,0.9999368524412604,2.9737627534386607e-05,3.340993119488613e-05
id05332,0.05524968530061178,0.7752307639160901,0.16951955078329875
id15697,0.728440944958312,0.02900818466533172,0.2425508703763524
id17026,0.07555307646169729,0.010329452998377262,0.9141174705399279
id04243,0.735551934309074,0.1968448308155929,0.06760323487533061
id13175,0.9996880191302034,0.00010481279591876565,0.00020716807388311662
id05387,0.9463493893062319,0.023002654867515893,0.030647955826253216
id19989,0.9272958038865144,0.02834346489368559,0.04436073121979379
id25173,0.20464672901735695,0.010862090400739379,0.7844911805819079
id08925,0.002196967010612159,0.9963887651928093,0.0014142677965797964
id03034,0.014240307649993407,0.8838667821947432,0.10189291015526426
id13272,0.008839485452246922,0.9838319921442215,0.007328522403537957
id07956,0.9477238119508737,0.0021331922991488315,0.05014299574997716
id02648,0.018052495681794987,0.009377376246862157,0.9725701280713422
id01778,0.10086130414174349,0.007106581876978909,0.8920321139812779
id12846,0.0008988929243051003,9.873451050642939e-05,0.9990023725651844
id19001,0.07939312768086304,0.03836705028521797,0.8822398220339207
id05763,0.42727010638877033,0.13354111272945485,0.43918878088177604
id15590,0.0008392745011168059,0.00012049676483432924,0.9990402287340523
id04912,0.8383031225730857,0.07553341622076495,0.08616346120614747
id21201,0.8875492058303067,0.07948410827253509,0.03296668589716
id13215,0.9712560721945963,0.0010956588005006057,0.02764826900490578
id15612,0.5623494512011459,0.4074960857330902,0.030154463065760934
id18501,0.02945464920982418,0.023213965244792727,0.9473313855453814
id07223,0.8052840505626866,0.15641386544592828,0.03830208399138178
id06707,0.43413464355964815,0.15986516376272195,0.4060001926776287
id05238,0.0011332385771483445,0.9985523828508371,0.00031437857202007934
id00935,0.011598130917132644,0.09524579974228804,0.8931560693405851
id00110,0.844103968370277,0.0050067751193154,0.15088925651040108
id17476,0.877295506130977,0.10785493455788302,0.014849559311134778
id15170,0.9996416521363638,0.0002614512814455507,9.689658218982517e-05
id13397,0.12963385753456313,0.2072500833196901,0.6631160591457484
id24283,0.5673358040753317,0.08836053641053601,0.34430365951413583
id15234,0.9675314933964233,0.02907335308590969,0.003395153517666582
id16884,0.4499113170178121,0.3582412303565443,0.19184745262564212
id07831,0.5217312910695523,0.2576129105213888,0.2206557984090588
id16038,0.871349724109922,0.11657367113094705,0.012076604759132067
id03629,0.9589986770647251,0.025303591719824752,0.0156977312154488
id21019,0.8284749949744372,0.12715871547689722,0.04436628954866407
id21835,0.4581547227024521,0.22874115793431757,0.3131041193632333
id04480,0.09131063084070212,0.9077116476205526,0.0009777215387439962
id20838,0.7420917792151988,0.20448777016885175,0.05342045061595183
id24195,0.6668958786106937,0.07077944158662677,0.2623246798026789
id05448,0.8762933650260403,0.05211097123667553,0.07159566373728425
id15957,0.13587475078653877,0.8532703360147914,0.010854913198669837
id19956,0.0025436628680192397,0.00017600526808176078,0.9972803318639006
id15104,0.022544154454056338,0.034418798394277854,0.9430370471516643
id17559,0.6545675955480101,0.24473020495693934,0.10070219949505257
id16839,0.0752281517196906,0.08398114495509729,0.8407907033252102
id14493,0.6082034249372141,0.18493695050700223,0.20685962455578508
id08833,0.5904636892653575,0.01660372962175137,0.39293258111288404
id15723,0.17377947428546406,0.009287322309343376,0.8169332034051924
id02716,0.9871448528970717,0.001126076943227303,0.011729070159706364
id06689,0.051259309012844305,0.8817733182993648,0.0669673726877918
id18837,0.6292877232644909,0.13368007506027796,0.2370322016752326
id04466,0.9552311986931569,0.027177620020649274,0.017591181286193632
id00686,0.8186279113090108,0.022659453070592812,0.15871263562040067
id09010,0.05582345447766445,0.9359373245061586,0.008239221016177054
id23353,0.8901072354357097,0.01777726154516386,0.09211550301912644
id00066,0.652856384287191,0.32360575115352347,0.0235378645592842
id15724,0.03924756052308162,0.9374736352586066,0.02327880421831026
id23486,0.08131663217547368,0.013443126511107135,0.9052402413134222
id22258,0.004614809262415677,0.005978959469406467,0.989406231268176
id02292,0.7742166271871314,0.19820237916512454,0.027580993647743805
id16356,0.32435055634816634,0.008577946614717486,0.667071497037112
id00235,0.95423066566725,0.0009823762856529332,0.04478695804709361
id25522,0.0326318947182055,0.0023884387703250872,0.9649796665114704
id04204,0.11693500260847359,0.8713760134488305,0.011688983942696591
id22016,0.7258187286756901,0.07472618403852506,0.19945508728578376
id06480,0.08005523424438907,0.8781013514246754,0.04184341433093484
id08718,0.03765519076679203,0.0009993825355686784,0.9613454266976408
id05251,0.0006765043324483326,0.9988216235058033,0.0005018721617469995
id03359,0.9735058123411603,0.011170254735915543,0.015323932922926255
id16117,0.03409843456722195,0.0006646918243681963,0.9652368736084064
id17000,0.0009261733312189572,0.9982708840818706,0.0008029425869077233
id01730,0.030316246620963126,0.9570677586977072,0.012615994681336206
id00630,0.8007514977523777,0.17672364216243316,0.022524860085190827
id18175,0.04257866337186804,0.0016866673072330489,0.9557346693208979
id00907,0.9479326606925786,0.020577801550620077,0.03148953775680095
id18251,0.10397556535947376,0.8828768938564907,0.01314754078403749
id25861,0.437349266472484,0.507934504964183,0.05471622856333352
id00398,0.8758162860805759,0.09074211464010484,0.03344159927931557
id27573,0.9959679160694555,0.00040089275715856043,0.0036311911733823985
id10022,0.021942998913561555,0.7827990092600734,0.19525799182636783
id15901,0.14967547991174765,0.001025408461858882,0.8492991116263915
id00451,0.10499506417593406,0.031567292074091695,0.8634376437499711
id23129,0.010821693174752222,0.9795616634130965,0.009616643412150716
id26498,0.20158046626308712,0.7198368207013369,0.0785827130355794
id14741,0.2562789283182727,0.6780470932339364,0.06567397844779001
id18453,0.04519715129300395,0.019412422865260362,0.93539042584174
id08309,0.8805986954404424,0.10235441161019826,0.01704689294935842
id00320,0.9999773240031702,1.5479939563069304e-06,2.1128002872235942e-05
id07688,0.2128192726696225,0.03535841060569709,0.7518223167246836
id01556,0.013127035063368738,0.0032278575646230052,0.9836451073720104
id00178,0.23482939315737938,0.024455559560288224,0.7407150472823294
id18902,0.03811196926106912,0.013161870914948054,0.9487261598239807
id27002,0.5803922247127381,0.4019433478504925,0.017664427436768656
id21418,0.9997030315121573,0.00019018996605629776,0.00010677852178751679
id23018,0.021032906304141605,0.1139883243599321,0.864978769335924
id07032,0.18857497030560647,0.019552638918942305,0.7918723907754519
id16195,0.5261526294857422,0.1454412830760724,0.32840608743818356
id11202,0.05211677790443375,0.9402616099791591,0.007621612116407329
id09578,0.7177099233392106,0.02797779029329511,0.25431228636749353
id26984,0.8549720477802745,0.010719466259760098,0.1343084859599647
id19856,0.021604224536701144,0.9761248071007003,0.002270968362596414
id12086,0.10532013917595051,0.0351064250474096,0.8595734357766406
id12052,0.04978093907835691,0.007008579708407116,0.9432104812132341
id17728,0.008964574580851153,0.008418107115041755,0.9826173183041078
id24608,0.31411399131380774,0.004910835702698529,0.6809751729834912
id21097,0.10320124361641758,0.027824257111588358,0.8689744992719981
id20179,0.0004884010658496292,3.7721747550887735e-05,0.9994738771866031
id15144,0.49512658374595453,0.2682958966545479,0.23657751959950085
id00206,0.933119603607742,0.03227523123469092,0.03460516515756777
id22285,0.002244581477862195,0.0015822437997547686,0.9961731747223805
id06417,0.14724281665674874,0.5351882639253601,0.31756891941789267
id00215,0.20947935373800203,0.7776784680856972,0.01284217817630395
id04201,0.40115216659738456,0.0037082539021821817,0.5951395795004356
id21771,0.9793024016825045,0.013206946713309001,0.0074906516041896715
id12451,0.004166932760837477,0.20591652334387428,0.7899165438952912
id14250,0.12801436577298345,0.5563007890209738,0.3156848452060397
id03433,0.1691788534071545,0.7907402313615063,0.04008091523134046
id03303,0.04027491381478167,0.0022750258987343803,0.9574500602864865
id25901,0.22649531147923496,0.3164007312592635,0.45710395726150144
id06945,0.3244156686067048,0.038509646208661756,0.6370746851846308
id05664,0.6876665105045627,0.20862334326051998,0.10371014623491512
id05741,0.9993857273437917,1.3447511683899565e-05,0.0006008251445196867
id10652,0.9332265042930581,0.026621049887025454,0.04015244581991511
id16300,0.9216520416187001,0.025577802237884896,0.05277015614341033
id12319,0.7095604271284257,0.1672969048671703,0.12314266800440062
id07500,0.05997559437514899,0.9376799649474802,0.0023444406773722314
id12478,0.745487618428291,0.20794523474378224,0.0465671468279267
id03076,0.07377317975165743,0.002728130563629636,0.923498689684716
id00969,0.4897671432164861,0.4396280350286944,0.07060482175481854
id23636,0.02321281770970944,0.9621288883879718,0.01465829390231555
id09791,0.09516774494209457,0.03324752956955305,0.8715847254883524
id05680,0.04766617494121983,0.8142333931664816,0.1381004318922999
id03672,0.03340595842021466,0.8297115370066608,0.13688250457313125
id04286,0.013761296458357468,0.8023514281501489,0.18388727539149105
id23883,0.02154209429541744,0.20161245644669015,0.776845449257894
id11914,0.25956705358335463,0.01056668580509578,0.7298662606115521
id20974,0.02954476527452661,0.9617922300738543,0.008663004651622532
id26125,0.09136723302424479,0.024211486384565648,0.8844212805911917
id15543,0.19291205690001276,0.004907184693204973,0.8021807584067854
id19471,0.9997098416318767,0.00017756264426656537,0.00011259572385735248
id11503,0.8210847339641849,0.0680632640212968,0.11085200201452147
id09321,0.01140193833908809,0.8893569461316588,0.09924111552925488
id25560,0.0004466554758891221,0.002264859880747203,0.997288484643365
id06726,0.7783485739959514,0.08834390001057976,0.13330752599347107
id05709,0.9748738409616867,0.0021103325781087826,0.023015826460208267
id09788,0.11552408421114224,0.42815123441500524,0.4563246813738511
id05289,0.999827637980685,0.0001273091273097471,4.5052892005553624e-05
id11815,0.006062050359668154,0.9861287847196896,0.00780916492063974
id22422,0.9039044109006146,0.057283914615963896,0.038811674483421016
id25954,0.9888431713983448,0.0038941959501749006,0.0072626326514827555
id13601,0.9235037060135683,0.047051935087643194,0.029444358898785387
id05677,0.8891916852373113,0.002990674381281577,0.10781764038140969
id10498,0.05009295533592493,0.9470503522508196,0.00285669241325795
id02665,0.7443494863063659,0.19774906093166938,0.05790145276196641
id10114,0.39768483458672854,0.3221772786326168,0.28013788678064755
id26314,0.7843768462285159,0.19849165632436044,0.01713149744712163
id21240,0.21067651296809572,0.1922534567843419,0.5970700302475649
id15569,0.915827704953917,0.042753985876668725,0.04141830916941274
id25928,0.03689016315483822,0.06572097848760633,0.8973888583575588
id22706,0.015646469352078234,0.9829733431360407,0.0013801875118809482
